itemid,label,linksto
227477,Incision Site #6,chartevents
228495,Skin Location,chartevents
224040,Incision Closure #1,chartevents
224041,Incision Drainage #1,chartevents
224042,Incision Dressing #1,chartevents
224043,Incision Cleansing #1,chartevents
224044,Incision Packing #1,chartevents
227472,Incision Site #1,chartevents
227473,Incision Site #2,chartevents
227474,Incision Site #3,chartevents
227475,Incision Site #4,chartevents
228517,Skin Cleanse,chartevents
228528,Skin Treatment,chartevents
224848,Incision Appearance #1,chartevents
224850,Incision Drainage Amount #1,chartevents
224851,Dressing Status #1,chartevents
224862,Edema Amount,chartevents
224993,Incision Appearance #2,chartevents
224994,Incision Appearance #3,chartevents
224995,Incision Appearance #4,chartevents
224996,Incision Appearance #5,chartevents
224997,Incision Appearance #6,chartevents
224998,Incision Cleansing #2,chartevents
224999,Incision Cleansing #3,chartevents
225000,Incision Cleansing #4,chartevents
225001,Incision Cleansing #5,chartevents
225002,Incision Cleansing #6,chartevents
225003,Incision Closure #6,chartevents
225004,Incision Closure #2,chartevents
225005,Incision Closure #3,chartevents
225006,Incision Closure #4,chartevents
225007,Incision Closure #5,chartevents
225013,Incision Drainage #2,chartevents
225014,Incision Drainage #3,chartevents
225015,Incision Drainage #4,chartevents
225016,Incision Drainage #5,chartevents
225017,Incision Drainage #6,chartevents
225018,Incision Drainage Amount #2,chartevents
225019,Incision Drainage Amount #3,chartevents
225020,Incision Drainage Amount #4,chartevents
225021,Incision Drainage Amount #5,chartevents
225022,Incision Drainage Amount #6,chartevents
225023,Incision Dressing #2,chartevents
225024,Incision Dressing #3,chartevents
225025,Incision Dressing #4,chartevents
225026,Incision Dressing #5,chartevents
225027,Incision Dressing #6,chartevents
225028,Dressing Status #2,chartevents
225029,Dressing Status #3,chartevents
225030,Dressing Status #4,chartevents
225031,Dressing Status #5,chartevents
225032,Dressing Status #6,chartevents
225043,Incision Packing #2,chartevents
225044,Incision Packing #3,chartevents
225045,Incision Packing #4,chartevents
225046,Incision Packing #5,chartevents
225047,Incision Packing #6,chartevents
228567,Incision #3- Cleanse,chartevents
228568,Incision #4- Cleanse,chartevents
228569,Incision #5- Cleanse,chartevents
228570,Incision #6- Cleanse,chartevents
228571,Incision #1- Treatment,chartevents
228572,Incision #2- Treatment,chartevents
228573,Incision #3- Treatment,chartevents
228574,Incision #4- Treatment,chartevents
228575,Incision #5- Treatment,chartevents
228576,Incision #6- Treatment,chartevents
228456,Location (Gen Proc),chartevents
228460,Indication (Gen Proc),chartevents
228462,Patient (Gen Proc),chartevents
228463,Acuity (Gen Proc),chartevents
228465,Timeout Performed By (Gen Proc),chartevents
228466,Patient Identified Correctly (Gen Proc),chartevents
228467,Verification (Gen Proc),chartevents
228468,Hand Cleansing (Gen Proc),chartevents
228469,Site Cleansed With ChloraPrep (Gen Proc),chartevents
228471,Barrier Precautions (Gen Proc),chartevents
228473,Conscious Sedation (Gen Proc),chartevents
228474,Patient Position (Gen Proc),chartevents
228475,Side (Gen Proc),chartevents
228476,With Ultrasound (Gen Proc),chartevents
228482,Dressing Applied (Gen Proc),chartevents
228483,Follow Up Xray (Gen Proc),chartevents
228485,Complications (Gen Proc),chartevents
224469,Medications / anesthetic (PA line),chartevents
224472,Indications (PA line),chartevents
224476,Insertion site (PA line),chartevents
224478,Type of catheter (PA line),chartevents
224479,Complications (PA line),chartevents
225615,Location (PA line),chartevents
225623,Number of attempts require to place line (PA line),chartevents
225629,Guidewire (PA Line),chartevents
225630,Ultrasound (PA line),chartevents
225631,Side (PA line),chartevents
225633,Acuity (PA line),chartevents
226007,Number of operators (PA line),chartevents
224617,Timeout performed by (PA line),chartevents
224618,Patient identified correctly (PA line),chartevents
224619,Verification of (PA line),chartevents
224624,Barrier precautions in place (PA line),chartevents
228113,Insertion kit used (PA line),chartevents
228114,Hand cleansing prior to procedure (PA Line),chartevents
228115,Site cleansed with ChloraPrep(TM) (PA line),chartevents
228116,Sterile field maintained throughout procedure (PA line),chartevents
228117,Thermodilution (PA line),chartevents
228118,Fick (PA line),chartevents
228120,Transparent dressing applied and dated (PA line),chartevents
228121,PA line ordered on POE,chartevents
228122,Follow-up X-RAYordered (PA Line),chartevents
224026,Skin Integrity,chartevents
224027,Skin Temperature,chartevents
224028,Skin Color,chartevents
224054,Braden Sensory Perception,chartevents
224055,Braden Moisture,chartevents
224056,Braden Activity,chartevents
224057,Braden Mobility,chartevents
224058,Braden Nutrition,chartevents
224059,Braden Friction/Shear,chartevents
224860,Skin Condition,chartevents
228580,Impaired Skin #5- Type,chartevents
228581,Impaired Skin #6- Type,chartevents
228582,Impaired Skin #7- Type,chartevents
228583,Impaired Skin #8- Type,chartevents
228584,Impaired Skin #9- Type,chartevents
228585,Impaired Skin #10- Type,chartevents
228586,Dressing Status,chartevents
228600,Impaired Skin #1- Dressing Status,chartevents
228601,Impaired Skin #2- Dressing Status,chartevents
228602,Impaired Skin #3- Dressing Status,chartevents
228603,Impaired Skin #4- Dressing Status,chartevents
228604,Impaired Skin #5- Dressing Status,chartevents
228605,Impaired Skin #6- Dressing Status,chartevents
228606,Impaired Skin #7- Dressing Status,chartevents
228607,Impaired Skin #8- Dressing Status,chartevents
228608,Impaired Skin #9- Dressing Status,chartevents
228609,Impaired Skin #10- Dressing Status,chartevents
224032,Impaired Skin Site #1,chartevents
224037,Impaired Skin Cleanse #1,chartevents
224226,Impaired Skin Wound Base #1,chartevents
224259,Impaired Skin Drainage #1,chartevents
228538,Impaired Skin #10- Treatment,chartevents
228539,Pressure Ulcer #1- Treatment,chartevents
228540,Pressure Ulcer #2- Treatment,chartevents
228541,Pressure Ulcer #3- Treatment,chartevents
228542,Pressure Ulcer #4- Treatment,chartevents
228543,Pressure Ulcer #5- Treatment,chartevents
228544,Pressure Ulcer #6- Treatment,chartevents
228545,Pressure Ulcer #7- Treatment,chartevents
228546,Pressure Ulcer #8- Treatment,chartevents
228547,Pressure Ulcer #9- Treatment,chartevents
228548,Pressure Ulcer #10- Treatment,chartevents
228549,Pressure Ulcer #1- Type,chartevents
228550,Pressure Ulcer #2- Type,chartevents
228551,Pressure Ulcer #3- Type,chartevents
228552,Pressure Ulcer #4- Type,chartevents
228553,Pressure Ulcer #5- Type,chartevents
228554,Pressure Ulcer #6- Type,chartevents
228555,Pressure Ulcer #7- Type,chartevents
228556,Pressure Ulcer #8- Type,chartevents
228557,Pressure Ulcer #9- Type,chartevents
228558,Pressure Ulcer #10- Type,chartevents
228496,Impaired Skin #1- Location,chartevents
228497,Impaired Skin #2- Location,chartevents
228498,Impaired Skin #3- Location,chartevents
228499,Impaired Skin #4- Location,chartevents
228500,Impaired Skin #5- Location,chartevents
228501,Impaired Skin #6- Location,chartevents
228502,Impaired Skin #7- Location,chartevents
228503,Impaired Skin #8- Location,chartevents
228504,Impaired Skin #9- Location,chartevents
228505,Impaired Skin #10- Location,chartevents
228506,Pressure Ulcer #1- Location,chartevents
228507,Pressure Ulcer #2- Location,chartevents
228508,Pressure Ulcer #3- Location,chartevents
228509,Pressure Ulcer #4- Location,chartevents
228510,Pressure Ulcer #5- Location,chartevents
228511,Pressure Ulcer #6- Location,chartevents
228512,Pressure Ulcer #7- Location,chartevents
228513,Pressure Ulcer #8- Location,chartevents
224038,Impaired Skin Treatment #1,chartevents
227594,Impaired Skin Cleanse #9,chartevents
227595,Impaired Skin Cleanse #10,chartevents
227598,Impaired Skin Drainage #9,chartevents
227599,Impaired Skin Drainage #10,chartevents
228514,Pressure Ulcer #9- Location,chartevents
228515,Pressure Ulcer #10- Location,chartevents
228516,Impaired Skin #1- Type,chartevents
228518,Impaired Skin #1- Cleanse,chartevents
228519,Impaired Skin #2- Cleanse,chartevents
228520,Impaired Skin #3- Cleanse,chartevents
228521,Impaired Skin #4- Cleanse,chartevents
228522,Impaired Skin #5- Cleanse,chartevents
228523,Impaired Skin #6- Cleanse,chartevents
228524,Impaired Skin #7- Cleanse,chartevents
228525,Impaired Skin #8- Cleanse,chartevents
228526,Impaired Skin #9- Cleanse,chartevents
228527,Impaired Skin #10- Cleanse,chartevents
228529,Impaired Skin #1- Treatment,chartevents
228530,Impaired Skin #2- Treatment,chartevents
228531,Impaired Skin #3- Treatment,chartevents
228532,Impaired Skin #4- Treatment,chartevents
228533,Impaired Skin #5- Treatment,chartevents
228534,Impaired Skin #6- Treatment,chartevents
228535,Impaired Skin #7- Treatment,chartevents
228536,Impaired Skin #8- Treatment,chartevents
228537,Impaired Skin #9- Treatment,chartevents
227780,Impaired Skin  - Dressing Status #1,chartevents
227781,Impaired Skin  - Dressing Status #2,chartevents
227782,Impaired Skin  - Dressing Status #3,chartevents
227783,Impaired Skin - Dressing Status  #4,chartevents
227784,Impaired Skin  - Dressing Status #5,chartevents
227785,Impaired Skin  - Dressing Status #6,chartevents
227786,Impaired Skin  - Dressing Status #7,chartevents
227787,Impaired Skin  - Dressing Status  #8,chartevents
227788,Impaired Skin  - Dressing Status #9,chartevents
227789,Impaired Skin  - Dressing Status #10,chartevents
227600,Impaired Skin Drainage Amount #9,chartevents
227601,Impaired Skin Drainage Amount #10,chartevents
227606,Impaired Skin Site #9,chartevents
227607,Impaired Skin Site #10,chartevents
227608,Impaired Skin Treatment #9,chartevents
227609,Impaired Skin Treatment #10,chartevents
227612,Impaired Skin Type #9,chartevents
227613,Impaired Skin Type #10,chartevents
227616,Impaired Skin Wound Base #9,chartevents
227617,Impaired Skin Wound Base #10,chartevents
227618,Pressure Ulcer Stage #9,chartevents
227619,Pressure Ulcer Stage #10,chartevents
227620,Surrounding Tissue #9,chartevents
227621,Surrounding Tissue #10,chartevents
227622,Tunneling Present #9,chartevents
227623,Tunneling Present #10,chartevents
227624,Undermining Present #9,chartevents
227625,Undermining Present #10,chartevents
224847,Impaired Skin Drainage Amount #1,chartevents
224946,Impaired Skin Type #4,chartevents
224947,Impaired Skin Type #5,chartevents
224948,Impaired Skin Type #6,chartevents
224949,Impaired Skin Type #7,chartevents
224950,Impaired Skin Type #8,chartevents
224958,Impaired Skin Wound Base #2,chartevents
224959,Impaired Skin Wound Base #3,chartevents
224960,Impaired Skin Wound Base #4,chartevents
224961,Impaired Skin Wound Base #5,chartevents
224962,Impaired Skin Wound Base #6,chartevents
224963,Impaired Skin Wound Base #7,chartevents
224964,Impaired Skin Wound Base #8,chartevents
224965,Pressure Ulcer Stage #2,chartevents
224966,Pressure Ulcer Stage #3,chartevents
224967,Pressure Ulcer Stage #4,chartevents
224968,Pressure Ulcer Stage #5,chartevents
224969,Pressure Ulcer Stage #6,chartevents
224970,Pressure Ulcer Stage #7,chartevents
224971,Pressure Ulcer Stage #8,chartevents
224972,Surrounding Tissue #2,chartevents
224973,Surrounding Tissue #3,chartevents
224974,Surrounding Tissue #4,chartevents
224561,Impaired Skin Type #1,chartevents
224565,Surrounding Tissue #1,chartevents
224631,Pressure Ulcer Stage #1,chartevents
224632,Tunneling Present #1,chartevents
224633,Undermining Present #1,chartevents
224940,Impaired Skin Treatment #5,chartevents
224941,Impaired Skin Treatment #6,chartevents
224942,Impaired Skin Treatment #7,chartevents
224943,Impaired Skin Treatment #8,chartevents
224944,Impaired Skin Type #2,chartevents
224945,Impaired Skin Type #3,chartevents
224975,Surrounding Tissue #5,chartevents
224976,Surrounding Tissue #6,chartevents
224977,Surrounding Tissue #7,chartevents
224978,Surrounding Tissue #8,chartevents
224979,Tunneling Present #2,chartevents
224980,Tunneling Present #3,chartevents
224981,Tunneling Present #4,chartevents
224982,Tunneling Present #5,chartevents
224983,Tunneling Present #6,chartevents
224984,Tunneling Present #7,chartevents
224985,Tunneling Present #8,chartevents
224986,Undermining Present #2,chartevents
224987,Undermining Present #3,chartevents
224988,Undermining Present #4,chartevents
224989,Undermining Present #5,chartevents
224990,Undermining Present #6,chartevents
224991,Undermining Present #7,chartevents
224992,Undermining Present #8,chartevents
224888,Impaired Skin Cleanse #2,chartevents
224889,Impaired Skin Cleanse #3,chartevents
224890,Impaired Skin Cleanse #4,chartevents
224891,Impaired Skin Cleanse #5,chartevents
224892,Impaired Skin Cleanse #6,chartevents
224893,Impaired Skin Cleanse #7,chartevents
224894,Impaired Skin Cleanse #8,chartevents
224902,Impaired Skin Drainage #2,chartevents
224903,Impaired Skin Drainage #3,chartevents
224904,Impaired Skin Drainage #4,chartevents
224905,Impaired Skin Drainage #5,chartevents
224906,Impaired Skin Drainage #6,chartevents
224907,Impaired Skin Drainage #7,chartevents
224908,Impaired Skin Drainage #8,chartevents
224909,Impaired Skin Drainage Amount #2,chartevents
224910,Impaired Skin Drainage Amount #3,chartevents
224911,Impaired Skin Drainage Amount #4,chartevents
224912,Impaired Skin Drainage Amount #5,chartevents
224913,Impaired Skin Drainage Amount #6,chartevents
224914,Impaired Skin Drainage Amount #7,chartevents
224915,Impaired Skin Drainage Amount #8,chartevents
224930,Impaired Skin Site #2,chartevents
224931,Impaired Skin Site #3,chartevents
224932,Impaired Skin Site #4,chartevents
224933,Impaired Skin Site #5,chartevents
224934,Impaired Skin Site #6,chartevents
224935,Impaired Skin Site #7,chartevents
224936,Impaired Skin Site #8,chartevents
224937,Impaired Skin Treatment #2,chartevents
224938,Impaired Skin Treatment #3,chartevents
224939,Impaired Skin Treatment #4,chartevents
228577,Impaired Skin #2- Type,chartevents
228578,Impaired Skin #3- Type,chartevents
228579,Impaired Skin #4- Type,chartevents
228319,PC Assessment of spiritual issues,chartevents
228323,PC Ministries offered,chartevents
228324,PC Spiritual interventions,chartevents
228326,PC Sacrament of the Sick,chartevents
228327,PC Reason for visit,chartevents
228328,PC Source of assessment data,chartevents
228112,GCSVerbalApacheIIValue (intubated),chartevents
226740,APACHE II Diagnosistic weight factors - Medical,chartevents
226741,APACHE II Diagnosistic weight factors - Surgical emergency,chartevents
226742,APACHE II Diagnosistic weight factors - Surgical,chartevents
226746,ApacheII chronic health,chartevents
226747,APACHEII-Chronic health points,chartevents
226756,GCSEyeApacheIIValue,chartevents
226757,GCSMotorApacheIIValue,chartevents
226758,GCSVerbalApacheIIValue,chartevents
227045,Post-Operative Musculoskeletal/Skin (MUSKELSKIN),chartevents
227046,Post-Operative Neurologic (NEUROLOGIC),chartevents
227047,Post-Operative Respiratory (RESPIRAT),chartevents
227048,Post-Operative Transplant (TRANSPLANT),chartevents
227049,Post-Operative Trauma (TRAUMA),chartevents
227057,Type of admission,chartevents
226985,APACHE IV diagnosis choice 1,chartevents
226986,APACHE IV diagnosis choice 2,chartevents
226987,APACHE IV diagnosis,chartevents
226988,APACHE IV main groups non-operative,chartevents
226989,APACHE IV main groups operative,chartevents
227025,Non-Operative Cardiovascular (CARDIOVASC),chartevents
227026,Non-Operative Gastrointestinal (GI),chartevents
227027,Non-Operative Genitourinary (GENITOURIN),chartevents
